application_id,job_id,candidate_id,application_date,skill_match_score,salary_match_score,education_match_score,experience_match_score,total_match_score,is_matched,status
APP149902,JOB138975,CAND484349,2026-02-20,0.0,0.1,0.2,0.4,0.14,0,面试中
APP407354,JOB854121,CAND176477,2026-02-20,0.0,0.7,1.0,0.7,0.48,0,面试中
APP111202,JOB267299,CAND775817,2026-02-07,0.0,0.7,1.0,1.0,0.54,0,已查看
APP115233,JOB574981,CAND405895,2026-02-18,0.0,1.0,1.0,1.0,0.6,1,已录用
APP151820,JOB569685,CAND319353,2026-03-02,0.0,0.1,1.0,1.0,0.42,0,已录用
APP583831,JOB121567,CAND826607,2026-03-06,0.0,0.1,0.2,0.7,0.2,0,待处理
APP693774,JOB641198,CAND608121,2026-03-05,0.0,0.4,0.6,0.7,0.34,0,已查看
APP502317,JOB683822,CAND763053,2026-02-13,0.25,0.1,1.0,0.4,0.4,0,待处理
APP293572,JOB185372,CAND667505,2026-02-26,0.25,0.1,1.0,1.0,0.52,0,已录用
APP392354,JOB899557,CAND429907,2026-02-07,0.0,0.4,1.0,1.0,0.48,0,待处理
APP977958,JOB739892,CAND805987,2026-02-21,0.0,0.1,1.0,1.0,0.42,0,已查看
APP585673,JOB732523,CAND467121,2026-02-07,0.0,0.4,0.2,1.0,0.32,0,已录用
APP200629,JOB960805,CAND190451,2026-02-06,0.667,1.0,0.6,1.0,0.787,1,已拒绝
APP365256,JOB719354,CAND328067,2026-02-22,0.4,1.0,1.0,0.1,0.58,0,已查看
APP595099,JOB794032,CAND592883,2026-02-17,0.0,0.1,1.0,0.4,0.3,0,已拒绝
APP888317,JOB223252,CAND911231,2026-02-28,0.0,1.0,1.0,0.4,0.48,0,已拒绝
APP225075,JOB759253,CAND807722,2026-03-03,0.0,1.0,1.0,0.7,0.54,0,面试中
APP950727,JOB541839,CAND949884,2026-02-20,0.0,0.7,1.0,1.0,0.54,0,面试中
APP269212,JOB779237,CAND886596,2026-02-20,0.0,0.1,0.2,1.0,0.26,0,面试中
APP863702,JOB519322,CAND309200,2026-02-27,0.0,0.7,0.2,0.4,0.26,0,已查看
APP400918,JOB206564,CAND700341,2026-02-25,0.0,1.0,1.0,1.0,0.6,1,面试中
APP859094,JOB323570,CAND817087,2026-02-04,0.0,0.1,1.0,1.0,0.42,0,已录用
APP907436,JOB817586,CAND988189,2026-02-12,0.0,0.4,1.0,1.0,0.48,0,已录用
APP392284,JOB515276,CAND670194,2026-02-08,0.25,0.4,1.0,1.0,0.58,0,已拒绝
APP323592,JOB282064,CAND832841,2026-02-05,0.0,0.4,1.0,1.0,0.48,0,已录用
APP938712,JOB258704,CAND792652,2026-02-08,0.6,0.1,1.0,1.0,0.66,1,面试中
APP167068,JOB420361,CAND282524,2026-02-21,0.0,0.4,0.6,1.0,0.4,0,已录用
APP495542,JOB974328,CAND791684,2026-02-27,0.0,1.0,0.6,0.7,0.46,0,面试中
APP661030,JOB707537,CAND749812,2026-02-18,0.0,0.1,0.2,0.4,0.14,0,已拒绝
APP751364,JOB276405,CAND270138,2026-03-02,0.0,0.7,1.0,0.4,0.42,0,面试中
APP841543,JOB620651,CAND290131,2026-02-09,0.0,0.7,1.0,1.0,0.54,0,待处理
APP394111,JOB693336,CAND280919,2026-02-19,0.0,1.0,1.0,1.0,0.6,1,已拒绝
APP829275,JOB410123,CAND819011,2026-02-25,0.0,0.1,0.2,0.4,0.14,0,已查看
APP105786,JOB783519,CAND710331,2026-03-05,0.4,0.7,1.0,1.0,0.7,1,面试中
APP750377,JOB255388,CAND691514,2026-02-13,0.0,0.7,1.0,0.1,0.36,0,已查看
APP522977,JOB430193,CAND955287,2026-02-22,0.0,0.1,1.0,1.0,0.42,0,已录用
APP381867,JOB867683,CAND974607,2026-02-11,0.0,0.1,0.2,1.0,0.26,0,面试中
APP908918,JOB327497,CAND688819,2026-02-27,0.0,0.7,1.0,1.0,0.54,0,待处理
APP629219,JOB901215,CAND401806,2026-02-26,0.0,0.1,1.0,1.0,0.42,0,已查看
APP460529,JOB457103,CAND227163,2026-03-05,0.0,0.1,0.6,0.1,0.16,0,面试中
APP445999,JOB451333,CAND690192,2026-02-11,0.333,0.7,1.0,0.1,0.493,0,待处理
APP192744,JOB331663,CAND896484,2026-02-11,0.333,0.1,0.2,1.0,0.393,0,已查看
APP730767,JOB610272,CAND662659,2026-02-04,0.5,0.4,1.0,1.0,0.68,1,面试中
APP491326,JOB813118,CAND492098,2026-02-15,0.0,0.1,1.0,1.0,0.42,0,待处理
APP523065,JOB618105,CAND130825,2026-02-22,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP599437,JOB309730,CAND232320,2026-02-17,0.0,0.4,0.6,1.0,0.4,0,已查看
APP985631,JOB464007,CAND165201,2026-02-09,0.0,1.0,1.0,1.0,0.6,1,面试中
APP977157,JOB261618,CAND879979,2026-02-05,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP485299,JOB758250,CAND522328,2026-02-07,0.0,0.1,0.2,1.0,0.26,0,面试中
APP160257,JOB725715,CAND397029,2026-02-28,0.5,0.7,1.0,1.0,0.74,1,待处理
APP932189,JOB274157,CAND813027,2026-03-06,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP180927,JOB128111,CAND609105,2026-02-17,0.6,1.0,1.0,1.0,0.84,1,待处理
APP446011,JOB284678,CAND380680,2026-02-06,0.0,0.4,0.6,1.0,0.4,0,面试中
APP390979,JOB430193,CAND921754,2026-02-21,0.0,0.4,1.0,0.7,0.42,0,已拒绝
APP467724,JOB846161,CAND234501,2026-02-21,0.0,0.4,1.0,1.0,0.48,0,面试中
APP603127,JOB927032,CAND789796,2026-02-22,0.333,0.7,1.0,1.0,0.673,1,面试中
APP706552,JOB172451,CAND907203,2026-02-05,0.0,0.1,1.0,0.1,0.24,0,待处理
APP177969,JOB827891,CAND344049,2026-02-10,0.5,0.1,1.0,1.0,0.62,1,已查看
APP861937,JOB804938,CAND865055,2026-02-05,0.0,1.0,1.0,1.0,0.6,1,已录用
APP313421,JOB756770,CAND569308,2026-02-22,0.0,0.7,1.0,0.1,0.36,0,已查看
APP580376,JOB133001,CAND434050,2026-02-24,0.0,0.1,0.6,0.1,0.16,0,已拒绝
APP950370,JOB778447,CAND287614,2026-02-12,0.0,0.1,0.2,0.1,0.08,0,面试中
APP268803,JOB680409,CAND269887,2026-02-25,0.0,0.1,0.2,0.1,0.08,0,待处理
APP738610,JOB574472,CAND529966,2026-02-14,0.0,1.0,1.0,0.4,0.48,0,待处理
APP739203,JOB433451,CAND763053,2026-02-28,0.0,0.4,1.0,1.0,0.48,0,已录用
APP277611,JOB843111,CAND706339,2026-02-25,0.0,0.4,1.0,1.0,0.48,0,已查看
APP942498,JOB287841,CAND522554,2026-02-23,0.0,0.4,0.6,1.0,0.4,0,已查看
APP736563,JOB579111,CAND841423,2026-03-01,0.0,0.1,0.2,0.4,0.14,0,已录用
APP612676,JOB615783,CAND489909,2026-02-09,0.0,1.0,1.0,1.0,0.6,1,面试中
APP672115,JOB737483,CAND245334,2026-02-27,0.0,1.0,1.0,0.1,0.42,0,已录用
APP276341,JOB564428,CAND297607,2026-02-07,0.0,0.4,0.6,0.4,0.28,0,已拒绝
APP382753,JOB491138,CAND262287,2026-02-08,0.0,0.1,1.0,0.1,0.24,0,已录用
APP678538,JOB744209,CAND665735,2026-02-10,0.0,1.0,0.6,1.0,0.52,0,面试中
APP494155,JOB433828,CAND654433,2026-02-04,0.0,0.1,1.0,0.4,0.3,0,待处理
APP577780,JOB992877,CAND394691,2026-03-04,0.0,0.4,1.0,1.0,0.48,0,面试中
APP126089,JOB712294,CAND665735,2026-03-03,0.0,0.1,1.0,0.1,0.24,0,已拒绝
APP240452,JOB921968,CAND441490,2026-02-10,0.333,0.1,0.2,0.7,0.333,0,已拒绝
APP159385,JOB752510,CAND772178,2026-03-02,0.0,0.7,1.0,1.0,0.54,0,面试中
APP926225,JOB312386,CAND409176,2026-02-08,0.0,0.7,1.0,0.1,0.36,0,已录用
APP585575,JOB449634,CAND112640,2026-03-04,0.0,0.4,1.0,1.0,0.48,0,待处理
APP591097,JOB940079,CAND507329,2026-02-12,0.0,0.1,0.2,0.1,0.08,0,已录用
APP174677,JOB124773,CAND885990,2026-02-17,0.0,0.1,0.2,0.4,0.14,0,已查看
APP706516,JOB758784,CAND651727,2026-02-18,0.0,0.7,0.2,1.0,0.38,0,待处理
APP645006,JOB871889,CAND959513,2026-02-22,0.0,1.0,1.0,0.4,0.48,0,待处理
APP751305,JOB565667,CAND529498,2026-02-24,0.0,0.4,0.2,1.0,0.32,0,待处理
APP462534,JOB314942,CAND549140,2026-02-06,0.5,0.7,1.0,1.0,0.74,1,已录用
APP512484,JOB193335,CAND576351,2026-02-20,0.25,0.4,0.6,1.0,0.5,0,已录用
APP386831,JOB353584,CAND570379,2026-02-06,0.0,0.1,1.0,1.0,0.42,0,面试中
APP771354,JOB584258,CAND677512,2026-03-02,0.6,0.1,0.6,1.0,0.58,0,已拒绝
APP718365,JOB456424,CAND409176,2026-03-01,0.0,0.1,1.0,1.0,0.42,0,待处理
APP913772,JOB441140,CAND283368,2026-03-04,0.0,0.4,1.0,1.0,0.48,0,已拒绝
APP164952,JOB322577,CAND708273,2026-03-03,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP804294,JOB633279,CAND885990,2026-02-24,0.0,0.4,0.2,1.0,0.32,0,面试中
APP878211,JOB636909,CAND751242,2026-03-02,0.0,0.4,0.6,0.7,0.34,0,已查看
APP866103,JOB183398,CAND590474,2026-02-28,0.0,0.7,1.0,1.0,0.54,0,待处理
APP818058,JOB977333,CAND826900,2026-02-16,0.0,0.1,0.2,0.1,0.08,0,已录用
APP363392,JOB737859,CAND280919,2026-02-23,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP634703,JOB563796,CAND911600,2026-02-06,0.0,0.4,1.0,0.1,0.3,0,已拒绝
APP420150,JOB169774,CAND607725,2026-02-19,0.167,0.1,0.2,0.4,0.207,0,面试中
APP500265,JOB931108,CAND339913,2026-02-19,0.0,0.4,0.6,0.1,0.22,0,面试中
APP405730,JOB703779,CAND132486,2026-02-18,0.0,0.1,0.2,0.4,0.14,0,已查看
APP394709,JOB194530,CAND653004,2026-02-26,0.0,0.4,1.0,1.0,0.48,0,面试中
APP422519,JOB613458,CAND876327,2026-02-24,0.0,1.0,1.0,0.7,0.54,0,待处理
APP413727,JOB423285,CAND534490,2026-03-02,0.0,0.1,1.0,0.4,0.3,0,已拒绝
APP634495,JOB508806,CAND944080,2026-02-24,0.0,0.1,0.2,0.4,0.14,0,已拒绝
APP461237,JOB441756,CAND936458,2026-02-11,0.0,0.1,0.2,0.1,0.08,0,面试中
APP412826,JOB254853,CAND576351,2026-02-24,0.0,0.7,0.6,1.0,0.46,0,已录用
APP575153,JOB656615,CAND563637,2026-02-16,0.167,0.1,1.0,1.0,0.487,0,已拒绝
APP923336,JOB639682,CAND805771,2026-02-12,0.0,0.4,0.2,1.0,0.32,0,待处理
APP663464,JOB522952,CAND991153,2026-02-26,0.0,0.1,0.2,0.4,0.14,0,待处理
APP282009,JOB198589,CAND603031,2026-02-20,0.0,0.4,0.2,1.0,0.32,0,已录用
APP984160,JOB412434,CAND320950,2026-02-24,0.75,0.1,0.2,0.7,0.5,0,待处理
APP657372,JOB431784,CAND283353,2026-02-16,0.0,0.4,0.2,1.0,0.32,0,已拒绝
APP825588,JOB734170,CAND399980,2026-02-05,0.5,0.1,1.0,1.0,0.62,1,已拒绝
APP425110,JOB744667,CAND498293,2026-03-04,0.0,0.7,0.2,1.0,0.38,0,面试中
APP841643,JOB772068,CAND130361,2026-02-19,0.25,0.1,1.0,1.0,0.52,0,已查看
APP865751,JOB645195,CAND193635,2026-03-01,0.0,0.1,1.0,0.1,0.24,0,面试中
APP303696,JOB457103,CAND869076,2026-02-05,0.0,0.1,0.6,0.1,0.16,0,已查看
APP767786,JOB482612,CAND769622,2026-02-09,0.667,1.0,1.0,0.4,0.747,1,面试中
APP238833,JOB169542,CAND792652,2026-02-21,0.0,1.0,1.0,0.7,0.54,0,面试中
APP375131,JOB250938,CAND990010,2026-03-03,0.667,1.0,1.0,0.7,0.807,1,已录用
APP972619,JOB964703,CAND688819,2026-02-27,0.0,0.1,1.0,0.4,0.3,0,已查看
APP721910,JOB430419,CAND743622,2026-03-02,0.0,0.1,0.2,0.4,0.14,0,已录用
APP458707,JOB736572,CAND665735,2026-02-18,0.0,0.7,1.0,1.0,0.54,0,面试中
APP255074,JOB434827,CAND315487,2026-02-14,0.0,0.4,1.0,1.0,0.48,0,待处理
APP264371,JOB973677,CAND975595,2026-03-03,0.0,0.1,0.2,0.1,0.08,0,待处理
APP928630,JOB103570,CAND805987,2026-03-03,0.0,0.4,1.0,1.0,0.48,0,面试中
APP970363,JOB446619,CAND329808,2026-03-02,0.75,0.1,0.2,0.1,0.38,0,已拒绝
APP256980,JOB525555,CAND565303,2026-02-21,0.0,0.7,0.6,1.0,0.46,0,待处理
APP652701,JOB760687,CAND995904,2026-02-20,0.0,0.7,1.0,0.4,0.42,0,已录用
APP433575,JOB546521,CAND457580,2026-02-22,0.0,0.1,1.0,1.0,0.42,0,面试中
APP239140,JOB864515,CAND895950,2026-03-03,0.0,0.4,1.0,0.4,0.36,0,已查看
APP887837,JOB857069,CAND692298,2026-02-28,0.667,0.1,0.2,0.4,0.407,0,已录用
APP567646,JOB955556,CAND125054,2026-02-13,0.0,0.7,1.0,1.0,0.54,0,已拒绝
APP838718,JOB771061,CAND700275,2026-03-03,0.0,0.1,0.6,0.1,0.16,0,已录用
APP321409,JOB903119,CAND772178,2026-03-03,0.0,0.7,1.0,1.0,0.54,0,面试中
APP154700,JOB702430,CAND400649,2026-03-01,0.167,0.7,1.0,1.0,0.607,1,已录用
APP629770,JOB882543,CAND296490,2026-03-03,0.0,0.1,1.0,1.0,0.42,0,待处理
APP844247,JOB520877,CAND228827,2026-02-22,0.833,0.1,0.6,0.4,0.553,0,已录用
APP783505,JOB897174,CAND648401,2026-02-07,0.0,0.7,1.0,0.7,0.48,0,面试中
APP538199,JOB919737,CAND414119,2026-02-08,0.0,0.1,1.0,1.0,0.42,0,已查看
APP464252,JOB430419,CAND361977,2026-03-04,0.667,0.7,0.6,1.0,0.727,1,已查看
APP240953,JOB957492,CAND592883,2026-02-07,0.0,0.7,1.0,0.1,0.36,0,面试中
APP279378,JOB603281,CAND688629,2026-02-08,0.0,0.1,1.0,1.0,0.42,0,已录用
APP781682,JOB580165,CAND985978,2026-03-05,0.667,0.1,0.2,0.1,0.347,0,已录用
APP373806,JOB267299,CAND875847,2026-02-06,0.0,0.1,1.0,1.0,0.42,0,已录用
APP523928,JOB535097,CAND751242,2026-02-19,0.167,0.1,1.0,0.1,0.307,0,已录用
APP338335,JOB715332,CAND184950,2026-03-03,0.25,0.1,1.0,1.0,0.52,0,已录用
APP925866,JOB744667,CAND215062,2026-03-01,0.0,0.4,0.2,1.0,0.32,0,面试中
APP189544,JOB414075,CAND260773,2026-02-13,0.5,0.4,1.0,1.0,0.68,1,待处理
APP724609,JOB740535,CAND784190,2026-02-18,0.0,0.1,0.2,1.0,0.26,0,已拒绝
APP570305,JOB605013,CAND678918,2026-02-17,0.0,0.7,0.6,1.0,0.46,0,已拒绝
APP778004,JOB543143,CAND621902,2026-02-17,0.4,0.7,0.2,1.0,0.54,0,已录用
APP241874,JOB578371,CAND883882,2026-03-04,0.0,0.1,1.0,1.0,0.42,0,已查看
APP634148,JOB386973,CAND300883,2026-03-01,0.0,0.1,1.0,0.1,0.24,0,待处理
APP921884,JOB135539,CAND597910,2026-02-20,0.0,0.1,1.0,1.0,0.42,0,待处理
APP439593,JOB992865,CAND741931,2026-03-06,0.0,0.7,0.2,0.4,0.26,0,已拒绝
APP263408,JOB100625,CAND976917,2026-03-06,0.0,0.4,1.0,1.0,0.48,0,待处理
APP703640,JOB941785,CAND227163,2026-02-17,0.0,0.1,1.0,0.1,0.24,0,已查看
APP742407,JOB598339,CAND943338,2026-02-26,0.0,0.1,0.2,1.0,0.26,0,已查看
APP310407,JOB692580,CAND939564,2026-02-09,0.0,1.0,1.0,1.0,0.6,1,已拒绝
APP530708,JOB955211,CAND405258,2026-02-08,0.0,0.4,0.6,1.0,0.4,0,面试中
APP249813,JOB420992,CAND257713,2026-02-05,0.0,1.0,0.2,1.0,0.44,0,已录用
APP154320,JOB174194,CAND614606,2026-02-05,0.0,0.4,0.6,1.0,0.4,0,已录用
APP502771,JOB886897,CAND300883,2026-02-05,0.0,0.1,1.0,0.1,0.24,0,已拒绝
APP654298,JOB702922,CAND952156,2026-03-06,0.0,0.7,0.6,1.0,0.46,0,待处理
APP764103,JOB797644,CAND360724,2026-02-10,0.667,0.4,0.2,1.0,0.587,0,待处理
APP568292,JOB714077,CAND177902,2026-02-11,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP744089,JOB931558,CAND395969,2026-02-16,0.0,0.1,0.2,1.0,0.26,0,待处理
APP264491,JOB194959,CAND884400,2026-02-04,0.2,0.4,1.0,0.7,0.5,0,已拒绝
APP525238,JOB453279,CAND847205,2026-02-08,0.167,0.1,1.0,0.1,0.307,0,已拒绝
APP279471,JOB919206,CAND604146,2026-03-01,0.0,0.1,0.6,0.1,0.16,0,已拒绝
APP583684,JOB238706,CAND664315,2026-02-22,0.0,0.4,0.2,0.1,0.14,0,已查看
APP908144,JOB623470,CAND847205,2026-02-27,0.0,0.7,0.6,1.0,0.46,0,已拒绝
APP700874,JOB231250,CAND621202,2026-02-16,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP169659,JOB155439,CAND307514,2026-02-13,0.167,1.0,1.0,1.0,0.667,1,待处理
APP406356,JOB743385,CAND592387,2026-03-02,0.0,0.1,1.0,0.1,0.24,0,已查看
APP389920,JOB215172,CAND372536,2026-02-11,0.0,0.7,0.2,1.0,0.38,0,已拒绝
APP643782,JOB976949,CAND638307,2026-02-09,0.0,0.1,0.6,0.4,0.22,0,待处理
APP691331,JOB723296,CAND481149,2026-03-04,0.667,0.1,1.0,1.0,0.687,1,已查看
APP804582,JOB790964,CAND695359,2026-02-25,0.0,0.4,1.0,0.7,0.42,0,已录用
APP275103,JOB992697,CAND858546,2026-03-02,0.25,1.0,1.0,1.0,0.7,1,待处理
APP396271,JOB516358,CAND344391,2026-02-23,0.0,1.0,0.6,1.0,0.52,0,待处理
APP856766,JOB654020,CAND113879,2026-02-26,0.0,0.1,1.0,1.0,0.42,0,面试中
APP831173,JOB718111,CAND993867,2026-02-27,0.0,0.1,0.2,0.1,0.08,0,已录用
APP644783,JOB304109,CAND457789,2026-03-01,0.0,1.0,1.0,1.0,0.6,1,面试中
APP875106,JOB552270,CAND904588,2026-03-01,0.0,0.4,1.0,0.7,0.42,0,已录用
APP623607,JOB441872,CAND518924,2026-02-17,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP463203,JOB784206,CAND379358,2026-02-12,0.0,1.0,1.0,0.7,0.54,0,已拒绝
APP331334,JOB733875,CAND473412,2026-03-01,0.0,0.1,1.0,0.7,0.36,0,已查看
APP454802,JOB381222,CAND117300,2026-03-05,0.0,1.0,1.0,0.7,0.54,0,面试中
APP171194,JOB363704,CAND759437,2026-02-18,0.0,0.1,1.0,0.1,0.24,0,待处理
APP111845,JOB988834,CAND527489,2026-03-01,0.0,0.1,1.0,1.0,0.42,0,面试中
APP704457,JOB521947,CAND138034,2026-02-28,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP403434,JOB360729,CAND113428,2026-02-16,0.0,1.0,1.0,1.0,0.6,1,已拒绝
APP278584,JOB112248,CAND524477,2026-02-22,0.0,0.7,0.2,0.7,0.32,0,已拒绝
APP773846,JOB209006,CAND794359,2026-02-19,0.0,0.4,1.0,1.0,0.48,0,已拒绝
APP852710,JOB641982,CAND751242,2026-02-26,0.0,0.4,0.2,1.0,0.32,0,已查看
APP903366,JOB676568,CAND802508,2026-02-17,0.0,0.4,1.0,1.0,0.48,0,待处理
APP215816,JOB491072,CAND966621,2026-02-17,0.0,0.7,1.0,1.0,0.54,0,待处理
APP309729,JOB177192,CAND861627,2026-02-15,0.0,1.0,1.0,0.7,0.54,0,已查看
APP827862,JOB365573,CAND698556,2026-03-05,0.0,0.7,0.2,1.0,0.38,0,待处理
APP780005,JOB253975,CAND122662,2026-03-03,0.0,0.7,0.2,1.0,0.38,0,已查看
APP559831,JOB452960,CAND461857,2026-02-10,0.0,1.0,1.0,0.4,0.48,0,已录用
APP132936,JOB296769,CAND208424,2026-02-28,0.0,0.4,1.0,0.7,0.42,0,已拒绝
APP872599,JOB379235,CAND498649,2026-03-03,0.0,0.7,0.2,1.0,0.38,0,已录用
APP969842,JOB286589,CAND379358,2026-02-06,0.667,0.7,1.0,1.0,0.807,1,面试中
APP357003,JOB851632,CAND531015,2026-02-14,0.0,0.1,1.0,1.0,0.42,0,待处理
APP683704,JOB142402,CAND713351,2026-02-06,0.333,0.7,0.6,1.0,0.593,0,面试中
APP903384,JOB353030,CAND662108,2026-02-19,0.0,0.1,1.0,1.0,0.42,0,面试中
APP229971,JOB761212,CAND751242,2026-02-21,0.0,0.7,0.2,1.0,0.38,0,面试中
APP989739,JOB789512,CAND583846,2026-02-18,0.0,0.1,1.0,1.0,0.42,0,已查看
APP453766,JOB378607,CAND480483,2026-03-04,0.0,0.7,1.0,0.7,0.48,0,已拒绝
APP295684,JOB214856,CAND744200,2026-02-22,0.0,0.1,0.2,0.1,0.08,0,已拒绝
APP641771,JOB605666,CAND945055,2026-02-05,0.0,0.7,1.0,0.7,0.48,0,面试中
APP664433,JOB578609,CAND850344,2026-02-08,0.8,0.1,1.0,1.0,0.74,1,面试中
APP497778,JOB991993,CAND275844,2026-02-18,0.0,0.1,1.0,1.0,0.42,0,已录用
APP374150,JOB851914,CAND899440,2026-02-25,0.0,0.4,0.2,1.0,0.32,0,已拒绝
APP856151,JOB966239,CAND185028,2026-02-11,0.167,1.0,0.6,1.0,0.587,0,已查看
APP914930,JOB674140,CAND817561,2026-02-09,0.0,1.0,0.2,1.0,0.44,0,面试中
APP643851,JOB359041,CAND275341,2026-02-13,0.0,0.1,0.2,0.4,0.14,0,已录用
APP400337,JOB656031,CAND598557,2026-03-03,0.0,0.1,0.6,0.1,0.16,0,面试中
APP178607,JOB122750,CAND522032,2026-02-16,0.333,0.1,0.6,0.1,0.293,0,面试中
APP867523,JOB660077,CAND113428,2026-02-21,0.75,0.7,0.6,0.4,0.64,1,已录用
APP612214,JOB977114,CAND393463,2026-02-13,0.75,1.0,1.0,0.7,0.84,1,已录用
APP394160,JOB368470,CAND586341,2026-02-21,0.0,0.4,0.6,1.0,0.4,0,已录用
APP613604,JOB531905,CAND264248,2026-02-12,0.333,0.4,0.6,1.0,0.533,0,已拒绝
APP264337,JOB320247,CAND885990,2026-02-14,0.0,0.7,1.0,1.0,0.54,0,已查看
APP612957,JOB478059,CAND200474,2026-02-10,0.25,1.0,0.2,1.0,0.54,0,面试中
APP141806,JOB347283,CAND224416,2026-02-04,0.0,0.7,0.6,1.0,0.46,0,面试中
APP744612,JOB113784,CAND883879,2026-02-11,0.0,0.7,1.0,1.0,0.54,0,已录用
APP238320,JOB325148,CAND688371,2026-02-05,0.0,1.0,1.0,1.0,0.6,1,已拒绝
APP190070,JOB480030,CAND117300,2026-02-05,0.0,0.4,0.6,0.7,0.34,0,已查看
APP719754,JOB786834,CAND769622,2026-02-26,0.0,1.0,1.0,1.0,0.6,1,已查看
APP684088,JOB832697,CAND634533,2026-02-18,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP345788,JOB819427,CAND237335,2026-02-19,0.8,0.4,1.0,0.7,0.74,1,已拒绝
APP876910,JOB192022,CAND588212,2026-02-23,0.0,0.4,0.2,1.0,0.32,0,面试中
APP121039,JOB293867,CAND342945,2026-03-01,0.0,0.7,1.0,0.7,0.48,0,已查看
APP134875,JOB981205,CAND831301,2026-02-21,0.0,0.1,0.2,0.1,0.08,0,待处理
APP416222,JOB944495,CAND360724,2026-02-10,0.0,1.0,1.0,1.0,0.6,1,面试中
APP964640,JOB794027,CAND537958,2026-02-14,0.0,1.0,1.0,1.0,0.6,1,已查看
APP921020,JOB730823,CAND829420,2026-02-09,0.0,0.4,0.2,1.0,0.32,0,面试中
APP340384,JOB207441,CAND798158,2026-02-27,0.0,0.1,0.2,0.1,0.08,0,已拒绝
APP268374,JOB806921,CAND169807,2026-02-12,0.0,0.1,1.0,0.4,0.3,0,已录用
APP775367,JOB939280,CAND401378,2026-03-01,0.0,0.7,1.0,1.0,0.54,0,已查看
APP641934,JOB607552,CAND744200,2026-02-17,0.0,0.1,0.2,0.1,0.08,0,已拒绝
APP438276,JOB876048,CAND121301,2026-02-27,0.0,1.0,0.6,1.0,0.52,0,面试中
APP733193,JOB578259,CAND734333,2026-02-18,0.333,1.0,1.0,0.7,0.673,1,面试中
APP192584,JOB409745,CAND254453,2026-03-02,0.0,0.7,0.2,1.0,0.38,0,已拒绝
APP556525,JOB999474,CAND567080,2026-02-14,0.0,0.1,0.2,0.1,0.08,0,待处理
APP397028,JOB514468,CAND455966,2026-02-25,0.0,1.0,1.0,0.7,0.54,0,待处理
APP201890,JOB142452,CAND821537,2026-02-10,0.0,0.7,1.0,1.0,0.54,0,面试中
APP505055,JOB373398,CAND956275,2026-02-08,0.0,0.4,0.6,0.4,0.28,0,待处理
APP443105,JOB885762,CAND713808,2026-02-14,0.5,0.4,1.0,0.7,0.62,1,面试中
APP786668,JOB184466,CAND328067,2026-02-11,0.0,0.7,1.0,0.4,0.42,0,面试中
APP352539,JOB209883,CAND199751,2026-02-20,0.0,0.4,1.0,1.0,0.48,0,已查看
APP744412,JOB982369,CAND215062,2026-02-24,0.0,0.7,1.0,1.0,0.54,0,已录用
APP562588,JOB367939,CAND698122,2026-02-04,0.0,0.1,0.6,0.4,0.22,0,面试中
APP144690,JOB723374,CAND411038,2026-02-13,0.0,0.7,1.0,0.1,0.36,0,已录用
APP184735,JOB391455,CAND792652,2026-02-12,0.0,1.0,1.0,0.7,0.54,0,已录用
APP692892,JOB919656,CAND427161,2026-02-28,0.0,0.7,0.6,1.0,0.46,0,面试中
APP628678,JOB877787,CAND310695,2026-02-27,0.0,0.7,0.2,1.0,0.38,0,已查看
APP814395,JOB844448,CAND499028,2026-02-17,0.333,0.4,1.0,1.0,0.613,1,已录用
APP145331,JOB457960,CAND320870,2026-02-21,0.0,0.4,1.0,1.0,0.48,0,待处理
APP116636,JOB506531,CAND158964,2026-02-15,0.0,0.1,1.0,1.0,0.42,0,已拒绝
APP288162,JOB158045,CAND237508,2026-02-20,0.0,0.7,0.6,1.0,0.46,0,已录用
APP976602,JOB247541,CAND609964,2026-02-24,0.0,1.0,0.2,1.0,0.44,0,已录用
APP390228,JOB748337,CAND237380,2026-02-19,0.0,0.4,0.6,1.0,0.4,0,已拒绝
APP298247,JOB543143,CAND319768,2026-03-06,0.0,0.1,1.0,0.1,0.24,0,已录用
APP344337,JOB615453,CAND672111,2026-02-11,0.0,0.1,0.2,0.1,0.08,0,已录用
APP148468,JOB152903,CAND351536,2026-02-26,0.0,0.4,1.0,1.0,0.48,0,待处理
APP374300,JOB494594,CAND507329,2026-02-23,0.0,0.1,0.2,0.1,0.08,0,已查看
APP548674,JOB158149,CAND358314,2026-02-14,0.5,0.4,1.0,0.7,0.62,1,已拒绝
APP126438,JOB489388,CAND372536,2026-02-06,0.25,0.4,0.6,0.1,0.32,0,待处理
APP597700,JOB532371,CAND373821,2026-02-25,0.0,0.4,0.2,1.0,0.32,0,已查看
APP442334,JOB890303,CAND886230,2026-02-18,0.0,0.1,1.0,0.4,0.3,0,已拒绝
