job_id,job_title,job_category,company_name,company_size,company_type,city,education,experience,salary_min,salary_max,salary_avg,skills,job_description,requirements,publish_date,views,applications
JOB767765,行政助理,职能,顺丰,500-999人,零售,苏州,大专,5-10年,7846,12750,10298,"组织管理,Excel,培训,薪酬管理,绩效考核","协调各部门之间的沟通
负责行政助理相关工作
协助部门完成日常管理工作","熟练使用办公软件
工作认真负责，细致耐心
具备良好的沟通协调能力
大专及以上学历",2026-02-25,419,130
JOB981861,行政专员,职能,滴滴,10000人以上,物流,北京,博士,不限,11830,19224,15527,"沟通协调,招聘,PPT,培训,绩效考核,薪酬管理","负责行政专员相关工作
完成上级交办的其他任务
协助部门完成日常管理工作","工作认真负责，细致耐心
有相关行业经验者优先
不限以上相关工作经验
熟练使用办公软件",2026-02-16,1383,43
JOB300013,UI设计师,产品,优酷,0-20人,医疗,重庆,不限,3-5年,10472,17017,13744,"数据分析,Figma,PRD文档,用户研究","编写产品需求文档（PRD）
进行用户调研和需求分析
跟踪产品上线后的数据表现","具备良好的产品思维和用户洞察力
不限及以上学历
3-5年以上产品经理经验
具备优秀的沟通协调能力",2026-03-04,1232,179
JOB940079,品牌经理,市场,搜狐,100-499人,零售,广州,本科,5-10年,18669,30337,24503,"公关,BD,媒介投放","制定市场推广策略和计划
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传","有相关行业资源者优先
本科及以上学历
5-10年以上市场推广经验
具备良好的商务谈判能力",2026-02-04,1148,67
JOB380848,公关经理,市场,蚂蚁集团,0-20人,其他,上海,硕士,5-10年,29730,48311,39020,"渠道拓展,公关,营销策划,BD","拓展市场渠道和合作伙伴
组织市场活动和品牌宣传
负责公关经理相关的市场推广工作","5-10年以上市场推广经验
硕士及以上学历
具备良好的商务谈判能力
有相关行业资源者优先",2026-03-03,3952,69
JOB177220,用户研究,产品,顺丰,100-499人,物流,杭州,硕士,3-5年,22172,36030,29101,"需求分析,数据分析,PRD文档,产品设计,用户研究,原型设计","跟踪产品上线后的数据表现
负责用户研究的产品规划和设计
编写产品需求文档（PRD）","3-5年以上产品经理经验
熟练使用Axure、Figma等设计工具
硕士及以上学历
有相关行业产品经验者优先",2026-02-24,343,117
JOB870643,市场专员,市场,网易,1000-9999人,医疗,青岛,本科,1-3年,5908,9601,7754,"公关,媒介投放,营销策划","拓展市场渠道和合作伙伴
组织市场活动和品牌宣传
分析市场动态和竞争对手","有相关行业资源者优先
具备市场策划和执行能力
1-3年以上市场推广经验
具备良好的商务谈判能力",2026-03-06,2202,99
JOB487676,数据运营,运营,百度,20-99人,房地产,成都,不限,3-5年,7568,12298,9933,"新媒体,活动策划,内容策划,SEO","策划和执行线上线下活动
维护用户关系，提升用户活跃度
分析运营数据，优化运营效果","具备良好的文案写作能力
具备数据分析能力和运营思维
3-5年以上运营经验
不限及以上学历",2026-02-14,1221,129
JOB529855,交互设计,产品,360,10000人以上,房地产,重庆,不限,应届生,4210,6842,5526,"产品设计,Figma,需求分析","进行用户调研和需求分析
协调开发、设计、测试等团队资源
编写产品需求文档（PRD）","熟练使用Axure、Figma等设计工具
应届生以上产品经理经验
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力",2026-03-06,1605,180
JOB292687,产品经理,产品,蚂蚁集团,10000人以上,互联网,苏州,博士,3-5年,21386,34753,28069,"需求分析,Axure,Figma,产品设计,数据分析,原型设计","协调开发、设计、测试等团队资源
负责产品经理的产品规划和设计
编写产品需求文档（PRD）","博士及以上学历
具备良好的产品思维和用户洞察力
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具",2026-03-05,557,58
JOB712387,产品助理,产品,联想,500-999人,其他,杭州,不限,应届生,6870,11164,9017,"原型设计,产品设计,Axure,需求分析,数据分析,PRD文档","进行用户调研和需求分析
跟踪产品上线后的数据表现
编写产品需求文档（PRD）","应届生以上产品经理经验
具备优秀的沟通协调能力
不限及以上学历
具备良好的产品思维和用户洞察力",2026-02-15,1390,152
JOB496282,出纳,职能,蚂蚁集团,20-99人,互联网,深圳,大专,应届生,4640,7540,6090,"培训,组织管理,沟通协调,薪酬管理,招聘,Excel","完成上级交办的其他任务
协助部门完成日常管理工作
负责出纳相关工作","工作认真负责，细致耐心
应届生以上相关工作经验
熟练使用办公软件
有相关行业经验者优先",2026-02-11,2391,51
JOB576084,算法工程师,技术,平安科技,500-999人,能源,杭州,不限,10年以上,26026,42293,34159,"微服务,Vue,大数据,深度学习,React,Python","参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
负责算法工程师相关的系统设计和开发工作","10年以上以上相关工作经验
具备良好的沟通能力和团队协作精神
不限及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具",2026-03-01,3552,152
JOB680288,技术总监,技术,海康威视,100-499人,能源,杭州,硕士,5-10年,26799,43549,35174,"React,算法,大数据,MySQL,Jenkins","参与技术方案评审，解决技术难题
负责技术总监相关的系统设计和开发工作
编写高质量、可维护的代码","熟悉相关技术栈和开发工具
硕士及以上学历，计算机相关专业优先
有大型项目经验者优先
5-10年以上相关工作经验",2026-02-20,1374,182
JOB758114,数据运营,运营,联想,20-99人,物流,成都,本科,3-5年,10570,17176,13873,"社群运营,活动策划,SEO,SEM,数据分析,内容策划","策划和执行线上线下活动
负责数据运营相关的运营工作
分析运营数据，优化运营效果","有成功运营案例者优先
具备良好的文案写作能力
具备数据分析能力和运营思维
3-5年以上运营经验",2026-02-24,4020,124
JOB580403,数据分析师,技术,格力,1000-9999人,其他,上海,本科,10年以上,30282,49208,39745,"Spark,Hadoop,React,深度学习,Redis,大数据","参与技术方案评审，解决技术难题
负责数据分析师相关的系统设计和开发工作
编写高质量、可维护的代码","10年以上以上相关工作经验
具备良好的沟通能力和团队协作精神
有大型项目经验者优先
熟悉相关技术栈和开发工具",2026-02-13,683,186
JOB775179,品牌经理,市场,阿里巴巴,100-499人,医疗,上海,博士,应届生,13738,22324,18031,"品牌推广,渠道拓展,BD,媒介投放,营销策划,市场调研","组织市场活动和品牌宣传
分析市场动态和竞争对手
拓展市场渠道和合作伙伴","具备良好的商务谈判能力
博士及以上学历
应届生以上市场推广经验
有相关行业资源者优先",2026-02-12,3388,101
JOB420459,销售经理,市场,京东,20-99人,物流,苏州,硕士,不限,7864,12779,10321,"品牌推广,市场调研,公关,渠道拓展","分析市场动态和竞争对手
拓展市场渠道和合作伙伴
负责销售经理相关的市场推广工作","具备市场策划和执行能力
有相关行业资源者优先
硕士及以上学历
不限以上市场推广经验",2026-02-09,247,26
JOB704819,平面设计,设计,360,1000-9999人,互联网,苏州,不限,不限,6453,10486,8469,"Photoshop,3D Max,After Effects,Figma,C4D,Sketch","持续优化设计质量和用户体验
与产品、开发团队协作
根据需求进行创意设计和视觉表现","不限及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
不限以上设计经验
有优秀作品集者优先",2026-02-19,3928,171
JOB208486,人力资源,职能,优酷,20-99人,医疗,南京,硕士,应届生,4358,7082,5720,"PPT,组织管理,薪酬管理,Excel,沟通协调,培训","协助部门完成日常管理工作
整理和归档相关文件资料
完成上级交办的其他任务","硕士及以上学历
有相关行业经验者优先
具备良好的沟通协调能力
工作认真负责，细致耐心",2026-03-04,386,151
JOB100528,测试工程师,技术,美的,1000-9999人,零售,南京,大专,应届生,5373,8732,7052,"算法,Vue,Java","编写高质量、可维护的代码
负责测试工程师相关的系统设计和开发工作
参与技术方案评审，解决技术难题","具备良好的编程基础和算法能力
有大型项目经验者优先
熟悉相关技术栈和开发工具
大专及以上学历，计算机相关专业优先",2026-02-13,1981,185
JOB815839,视觉设计,设计,拼多多,1000-9999人,物流,北京,大专,应届生,5711,9281,7496,"After Effects,Sketch,3D Max,Figma,C4D","根据需求进行创意设计和视觉表现
与产品、开发团队协作
持续优化设计质量和用户体验","具备良好的沟通理解能力
熟练使用设计软件和工具
具备良好的审美能力和创意思维
应届生以上设计经验",2026-02-08,1468,93
JOB258699,BD经理,市场,360,10000人以上,教育,天津,不限,不限,4938,8025,6481,"公关,品牌推广,媒介投放","拓展市场渠道和合作伙伴
负责BD经理相关的市场推广工作
制定市场推广策略和计划","有相关行业资源者优先
不限以上市场推广经验
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力",2026-03-05,3101,28
JOB296769,用户研究,产品,中兴通讯,500-999人,房地产,青岛,不限,1-3年,5572,9055,7313,"数据分析,Figma,产品设计,Axure,用户研究,原型设计","编写产品需求文档（PRD）
跟踪产品上线后的数据表现
进行用户调研和需求分析","不限及以上学历
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力",2026-02-13,480,97
JOB646271,用户运营,运营,格力,0-20人,制造业,重庆,博士,10年以上,30267,49184,39725,"内容策划,社群运营,SEM,用户增长,数据分析","维护用户关系，提升用户活跃度
策划和执行线上线下活动
负责用户运营相关的运营工作","具备数据分析能力和运营思维
博士及以上学历
有成功运营案例者优先
10年以上以上运营经验",2026-02-26,2275,89
JOB128111,UX设计,设计,携程,20-99人,制造业,苏州,不限,5-10年,17314,28135,22724,"Figma,Sketch,Illustrator,After Effects,Photoshop","负责UX设计相关的设计工作
持续优化设计质量和用户体验
与产品、开发团队协作","有优秀作品集者优先
不限及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
熟练使用设计软件和工具",2026-02-07,680,141
JOB362443,BD经理,市场,大疆创新,10000人以上,零售,武汉,不限,10年以上,14109,22927,18518,"营销策划,市场调研,品牌推广,渠道拓展","拓展市场渠道和合作伙伴
组织市场活动和品牌宣传
负责BD经理相关的市场推广工作","具备良好的商务谈判能力
10年以上以上市场推广经验
不限及以上学历
具备市场策划和执行能力",2026-02-20,1726,171
JOB388356,行政助理,职能,网易,20-99人,房地产,西安,大专,应届生,3000,5000,4000,"绩效考核,组织管理,Excel,薪酬管理,培训","负责行政助理相关工作
整理和归档相关文件资料
协助部门完成日常管理工作","具备良好的沟通协调能力
工作认真负责，细致耐心
应届生以上相关工作经验
有相关行业经验者优先",2026-02-18,4067,145
JOB206928,出纳,职能,海尔,10000人以上,制造业,深圳,大专,3-5年,7123,11575,9349,"组织管理,绩效考核,薪酬管理,招聘,沟通协调","协助部门完成日常管理工作
完成上级交办的其他任务
协调各部门之间的沟通","大专及以上学历
熟练使用办公软件
具备良好的沟通协调能力
工作认真负责，细致耐心",2026-02-19,1576,25
JOB374989,市场专员,市场,蚂蚁集团,1000-9999人,互联网,南京,本科,5-10年,16485,26789,21637,"公关,市场调研,BD,渠道拓展,媒介投放","组织市场活动和品牌宣传
分析市场动态和竞争对手
拓展市场渠道和合作伙伴","具备良好的商务谈判能力
有相关行业资源者优先
熟悉各类营销渠道和推广方式
具备市场策划和执行能力",2026-02-17,4398,123
JOB593498,新媒体运营,运营,360,500-999人,制造业,杭州,硕士,10年以上,31235,50756,40995,"活动策划,数据分析,内容策划","负责新媒体运营相关的运营工作
制定运营策略和执行计划
分析运营数据，优化运营效果","具备良好的文案写作能力
10年以上以上运营经验
熟悉新媒体运营和内容策划
硕士及以上学历",2026-02-12,2789,159
JOB556093,UI设计师,产品,京东,10000人以上,其他,南京,硕士,不限,8899,14461,11680,"Figma,Axure,需求分析,PRD文档","跟踪产品上线后的数据表现
负责UI设计师的产品规划和设计
协调开发、设计、测试等团队资源","不限以上产品经理经验
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力
有相关行业产品经验者优先",2026-02-19,2085,113
JOB853681,财务专员,职能,旷视科技,500-999人,能源,武汉,大专,应届生,3000,5000,4000,"绩效考核,PPT,培训,沟通协调,招聘,Excel","负责财务专员相关工作
协调各部门之间的沟通
协助部门完成日常管理工作","工作认真负责，细致耐心
具备良好的沟通协调能力
大专及以上学历
应届生以上相关工作经验",2026-02-04,2001,31
JOB497166,前端开发工程师,技术,当当网,20-99人,医疗,重庆,本科,5-10年,14689,23870,19279,"Spring Boot,分布式系统,Git","参与需求分析、系统设计、编码实现和测试
参与技术方案评审，解决技术难题
负责前端开发工程师相关的系统设计和开发工作","具备良好的沟通能力和团队协作精神
熟悉相关技术栈和开发工具
5-10年以上相关工作经验
有大型项目经验者优先",2026-02-25,3840,95
JOB538692,UX设计师,产品,京东,20-99人,能源,上海,大专,1-3年,9066,14732,11899,"PRD文档,Figma,需求分析","跟踪产品上线后的数据表现
协调开发、设计、测试等团队资源
编写产品需求文档（PRD）","大专及以上学历
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
有相关行业产品经验者优先",2026-02-24,2547,93
JOB752825,交互设计,设计,新浪,100-499人,房地产,西安,博士,5-10年,24160,39261,31710,"Adobe XD,Photoshop,After Effects,C4D,Illustrator","持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
与产品、开发团队协作","5-10年以上设计经验
博士及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的审美能力和创意思维",2026-02-18,4526,102
JOB553814,平面设计,设计,爱奇艺,500-999人,其他,青岛,硕士,10年以上,29581,48069,38825,"Sketch,Adobe XD,C4D,Illustrator,After Effects","与产品、开发团队协作
负责平面设计相关的设计工作
根据需求进行创意设计和视觉表现","10年以上以上设计经验
硕士及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的沟通理解能力",2026-02-13,1904,177
JOB275701,UX设计,设计,快手,20-99人,教育,西安,博士,应届生,6891,11198,9044,"Figma,C4D,After Effects","与产品、开发团队协作
持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现","应届生以上设计经验
熟练使用设计软件和工具
具备良好的沟通理解能力
具备良好的审美能力和创意思维",2026-02-22,1215,114
JOB667886,法务专员,职能,海尔,20-99人,能源,长沙,硕士,1-3年,6727,10931,8829,"沟通协调,招聘,PPT,培训,Excel,组织管理","完成上级交办的其他任务
协调各部门之间的沟通
协助部门完成日常管理工作","工作认真负责，细致耐心
1-3年以上相关工作经验
具备良好的沟通协调能力
有相关行业经验者优先",2026-03-04,159,109
JOB290837,出纳,职能,商汤科技,10000人以上,零售,广州,本科,3-5年,9732,15815,12773,"薪酬管理,绩效考核,组织管理,培训,Excel,沟通协调","协助部门完成日常管理工作
协调各部门之间的沟通
完成上级交办的其他任务","有相关行业经验者优先
本科及以上学历
工作认真负责，细致耐心
3-5年以上相关工作经验",2026-02-24,1844,91
JOB656521,活动运营,运营,百度,20-99人,物流,苏州,博士,1-3年,12587,20455,16521,"数据分析,用户增长,社群运营,SEM","策划和执行线上线下活动
负责活动运营相关的运营工作
制定运营策略和执行计划","有成功运营案例者优先
1-3年以上运营经验
具备数据分析能力和运营思维
博士及以上学历",2026-02-10,1348,89
JOB458804,新媒体运营,运营,新浪,1000-9999人,物流,青岛,博士,10年以上,31932,51890,41911,"内容策划,数据分析,SEM,新媒体,活动策划,用户增长","维护用户关系，提升用户活跃度
负责新媒体运营相关的运营工作
制定运营策略和执行计划","具备良好的文案写作能力
熟悉新媒体运营和内容策划
具备数据分析能力和运营思维
10年以上以上运营经验",2026-02-07,3870,64
JOB653274,销售经理,市场,阿里巴巴,100-499人,制造业,长沙,硕士,5-10年,17472,28393,22932,"渠道拓展,营销策划,媒介投放,BD,公关","制定市场推广策略和计划
分析市场动态和竞争对手
负责销售经理相关的市场推广工作","有相关行业资源者优先
5-10年以上市场推广经验
硕士及以上学历
具备市场策划和执行能力",2026-03-01,2421,144
JOB731544,新媒体运营,运营,中兴通讯,0-20人,互联网,西安,博士,不限,9924,16126,13025,"数据分析,用户增长,新媒体,社群运营,SEM,SEO","维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
负责新媒体运营相关的运营工作","熟悉新媒体运营和内容策划
具备数据分析能力和运营思维
博士及以上学历
不限以上运营经验",2026-02-21,296,167
JOB682125,交互设计,设计,华为,10000人以上,互联网,广州,大专,应届生,4386,7127,5756,"Figma,Adobe XD,C4D,Photoshop","负责交互设计相关的设计工作
根据需求进行创意设计和视觉表现
制作设计稿和交互原型","具备良好的沟通理解能力
熟练使用设计软件和工具
大专及以上学历，设计相关专业优先
应届生以上设计经验",2026-03-02,4558,62
JOB359785,内容运营,运营,平安科技,1000-9999人,金融,西安,不限,应届生,3000,5000,4000,"内容策划,SEM,数据分析","制定运营策略和执行计划
维护用户关系，提升用户活跃度
策划和执行线上线下活动","具备数据分析能力和运营思维
应届生以上运营经验
有成功运营案例者优先
具备良好的文案写作能力",2026-02-20,273,38
JOB766776,会计,职能,联想,0-20人,零售,南京,本科,10年以上,17435,28333,22884,"PPT,Excel,薪酬管理,沟通协调,绩效考核,培训","完成上级交办的其他任务
整理和归档相关文件资料
协助部门完成日常管理工作","熟练使用办公软件
具备良好的沟通协调能力
工作认真负责，细致耐心
有相关行业经验者优先",2026-02-16,3138,99
JOB126652,新媒体运营,运营,依图科技,20-99人,其他,青岛,本科,不限,5049,8205,6627,"SEM,内容策划,数据分析","维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
制定运营策略和执行计划","本科及以上学历
具备良好的文案写作能力
不限以上运营经验
具备数据分析能力和运营思维",2026-02-23,1414,181
JOB428144,UI设计师,产品,百度,500-999人,能源,郑州,硕士,1-3年,7450,12106,9778,"需求分析,Axure,用户研究,原型设计","负责UI设计师的产品规划和设计
跟踪产品上线后的数据表现
编写产品需求文档（PRD）","有相关行业产品经验者优先
1-3年以上产品经理经验
硕士及以上学历
具备优秀的沟通协调能力",2026-02-08,3165,130
JOB409745,财务专员,职能,携程,0-20人,教育,成都,本科,应届生,3000,5000,4000,"沟通协调,组织管理,Excel,绩效考核,薪酬管理,招聘","负责财务专员相关工作
协助部门完成日常管理工作
协调各部门之间的沟通","本科及以上学历
应届生以上相关工作经验
具备良好的沟通协调能力
熟练使用办公软件",2026-02-07,2082,49
JOB858639,DevOps工程师,技术,阿里巴巴,10000人以上,教育,深圳,硕士,3-5年,19087,31017,25052,"数据结构,Linux,Django,Redis","负责DevOps工程师相关的系统设计和开发工作
编写高质量、可维护的代码
持续优化系统性能和用户体验","3-5年以上相关工作经验
硕士及以上学历，计算机相关专业优先
具备良好的沟通能力和团队协作精神
有大型项目经验者优先",2026-02-12,1449,95
JOB601424,交互设计,设计,腾讯,100-499人,物流,苏州,不限,应届生,5834,9481,7657,"Illustrator,After Effects,3D Max,C4D,Adobe XD","制作设计稿和交互原型
持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现","不限及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的沟通理解能力
熟练使用设计软件和工具",2026-02-28,2578,194
JOB865314,产品助理,产品,旷视科技,500-999人,金融,长沙,不限,不限,4242,6893,5567,"Axure,Figma,用户研究,数据分析","协调开发、设计、测试等团队资源
进行用户调研和需求分析
跟踪产品上线后的数据表现","熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
有相关行业产品经验者优先
不限及以上学历",2026-03-01,4143,66
JOB404458,产品经理,产品,腾讯,20-99人,其他,长沙,大专,1-3年,4996,8118,6557,"Axure,Figma,产品设计","进行用户调研和需求分析
负责产品经理的产品规划和设计
协调开发、设计、测试等团队资源","具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具",2026-03-05,1433,163
JOB651176,平面设计,设计,比亚迪,10000人以上,金融,西安,不限,不限,4309,7002,5655,"C4D,Sketch,After Effects,Illustrator,Adobe XD,Photoshop","持续优化设计质量和用户体验
负责平面设计相关的设计工作
制作设计稿和交互原型","具备良好的沟通理解能力
有优秀作品集者优先
不限及以上学历，设计相关专业优先
具备良好的审美能力和创意思维",2026-03-02,674,176
JOB327497,产品助理,产品,携程,0-20人,物流,武汉,不限,不限,4842,7869,6355,"Axure,数据分析,PRD文档,用户研究","协调开发、设计、测试等团队资源
负责产品助理的产品规划和设计
进行用户调研和需求分析","有相关行业产品经验者优先
不限及以上学历
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力",2026-03-06,1883,181
JOB674468,平面设计,设计,海尔,100-499人,互联网,苏州,大专,10年以上,14833,24104,19468,"Photoshop,After Effects,Illustrator,3D Max,Adobe XD","负责平面设计相关的设计工作
根据需求进行创意设计和视觉表现
与产品、开发团队协作","具备良好的审美能力和创意思维
具备良好的沟通理解能力
有优秀作品集者优先
10年以上以上设计经验",2026-03-06,4139,24
JOB368542,UI设计,设计,百度,10000人以上,物流,长沙,博士,3-5年,17876,29048,23462,"3D Max,C4D,After Effects,Illustrator,Sketch,Figma","与产品、开发团队协作
根据需求进行创意设计和视觉表现
负责UI设计相关的设计工作","博士及以上学历，设计相关专业优先
熟练使用设计软件和工具
3-5年以上设计经验
有优秀作品集者优先",2026-02-22,313,55
JOB794300,BD经理,市场,百度,100-499人,物流,西安,大专,应届生,3000,5000,4000,"市场调研,BD,渠道拓展","组织市场活动和品牌宣传
制定市场推广策略和计划
负责BD经理相关的市场推广工作","熟悉各类营销渠道和推广方式
有相关行业资源者优先
具备良好的商务谈判能力
大专及以上学历",2026-03-06,2929,157
JOB737047,内容运营,运营,云从科技,10000人以上,其他,青岛,不限,5-10年,12339,20051,16195,"数据分析,SEO,用户增长,新媒体","策划和执行线上线下活动
负责内容运营相关的运营工作
维护用户关系，提升用户活跃度","熟悉新媒体运营和内容策划
不限及以上学历
具备数据分析能力和运营思维
有成功运营案例者优先",2026-02-08,172,11
JOB708171,销售经理,市场,百度,1000-9999人,房地产,青岛,大专,3-5年,6950,11294,9122,"市场调研,营销策划,渠道拓展,公关","制定市场推广策略和计划
负责销售经理相关的市场推广工作
分析市场动态和竞争对手","具备市场策划和执行能力
具备良好的商务谈判能力
熟悉各类营销渠道和推广方式
3-5年以上市场推广经验",2026-02-25,4537,182
JOB651690,视觉设计,设计,联想,100-499人,其他,苏州,本科,1-3年,8534,13868,11201,"After Effects,Illustrator,C4D","持续优化设计质量和用户体验
制作设计稿和交互原型
与产品、开发团队协作","有优秀作品集者优先
1-3年以上设计经验
具备良好的审美能力和创意思维
熟练使用设计软件和工具",2026-02-04,2866,195
JOB387674,新媒体运营,运营,小米,1000-9999人,房地产,郑州,大专,1-3年,4976,8087,6531,"活动策划,数据分析,社群运营","制定运营策略和执行计划
维护用户关系，提升用户活跃度
策划和执行线上线下活动","熟悉新媒体运营和内容策划
具备良好的文案写作能力
1-3年以上运营经验
具备数据分析能力和运营思维",2026-02-12,4106,55
JOB515633,动效设计师,设计,搜狐,1000-9999人,互联网,天津,本科,1-3年,7570,12302,9936,"Adobe XD,3D Max,Illustrator","与产品、开发团队协作
制作设计稿和交互原型
根据需求进行创意设计和视觉表现","具备良好的审美能力和创意思维
具备良好的沟通理解能力
有优秀作品集者优先
1-3年以上设计经验",2026-02-21,2340,137
JOB551650,会计,职能,云从科技,20-99人,物流,重庆,硕士,应届生,4214,6849,5531,"绩效考核,招聘,薪酬管理","协助部门完成日常管理工作
负责会计相关工作
完成上级交办的其他任务","具备良好的沟通协调能力
有相关行业经验者优先
应届生以上相关工作经验
工作认真负责，细致耐心",2026-02-20,4038,107
JOB139129,全栈开发工程师,技术,阿里巴巴,1000-9999人,金融,成都,不限,3-5年,10603,17230,13916,"算法,数据结构,MySQL","编写高质量、可维护的代码
负责全栈开发工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试","熟悉相关技术栈和开发工具
3-5年以上相关工作经验
不限及以上学历，计算机相关专业优先
具备良好的编程基础和算法能力",2026-02-25,1854,184
JOB497666,Python开发工程师,技术,小米,0-20人,制造业,武汉,不限,5-10年,13706,22273,17989,"Hadoop,Java,高并发,Spring Boot,Kubernetes,JavaScript","负责Python开发工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试
参与技术方案评审，解决技术难题","有大型项目经验者优先
不限及以上学历，计算机相关专业优先
具备良好的编程基础和算法能力
5-10年以上相关工作经验",2026-02-24,2308,102
JOB467666,运营经理,运营,搜狐,500-999人,能源,重庆,博士,10年以上,29522,47973,38747,"活动策划,SEM,SEO,内容策划,数据分析","负责运营经理相关的运营工作
制定运营策略和执行计划
策划和执行线上线下活动","有成功运营案例者优先
具备数据分析能力和运营思维
具备良好的文案写作能力
10年以上以上运营经验",2026-02-24,4741,95
JOB807334,销售经理,市场,新浪,0-20人,金融,武汉,大专,应届生,4234,6881,5557,"BD,媒介投放,市场调研","制定市场推广策略和计划
组织市场活动和品牌宣传
负责销售经理相关的市场推广工作","应届生以上市场推广经验
具备良好的商务谈判能力
熟悉各类营销渠道和推广方式
具备市场策划和执行能力",2026-02-19,2287,180
JOB231814,人力资源,职能,携程,500-999人,能源,天津,博士,不限,7819,12706,10262,"PPT,组织管理,招聘,Excel","整理和归档相关文件资料
协调各部门之间的沟通
负责人力资源相关工作","工作认真负责，细致耐心
不限以上相关工作经验
具备良好的沟通协调能力
博士及以上学历",2026-02-10,4798,26
JOB526128,财务专员,职能,京东,20-99人,房地产,北京,不限,应届生,4788,7780,6284,"招聘,培训,绩效考核,Excel,PPT","完成上级交办的其他任务
整理和归档相关文件资料
负责财务专员相关工作","有相关行业经验者优先
熟练使用办公软件
工作认真负责，细致耐心
不限及以上学历",2026-03-06,3540,49
JOB949840,媒介专员,市场,小米,100-499人,教育,成都,不限,3-5年,10121,16447,13284,"公关,营销策划,BD,媒介投放,市场调研","分析市场动态和竞争对手
拓展市场渠道和合作伙伴
制定市场推广策略和计划","3-5年以上市场推广经验
不限及以上学历
熟悉各类营销渠道和推广方式
具备市场策划和执行能力",2026-02-12,2997,116
JOB236766,品牌经理,市场,阿里巴巴,0-20人,房地产,深圳,不限,应届生,5768,9373,7570,"渠道拓展,媒介投放,市场调研","拓展市场渠道和合作伙伴
分析市场动态和竞争对手
制定市场推广策略和计划","具备良好的商务谈判能力
具备市场策划和执行能力
有相关行业资源者优先
熟悉各类营销渠道和推广方式",2026-03-01,2018,85
JOB806905,架构师,技术,新浪,20-99人,房地产,武汉,本科,10年以上,17931,29138,23534,"Hadoop,算法,机器学习,PyTorch,Jenkins","负责架构师相关的系统设计和开发工作
持续优化系统性能和用户体验
参与技术方案评审，解决技术难题","本科及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
有大型项目经验者优先
10年以上以上相关工作经验",2026-02-17,947,37
JOB816269,出纳,职能,云从科技,0-20人,医疗,杭州,硕士,5-10年,19186,31178,25182,"Excel,沟通协调,组织管理","整理和归档相关文件资料
完成上级交办的其他任务
负责出纳相关工作","有相关行业经验者优先
具备良好的沟通协调能力
5-10年以上相关工作经验
工作认真负责，细致耐心",2026-02-12,2108,85
JOB848298,数据运营,运营,携程,500-999人,教育,深圳,不限,1-3年,9582,15571,12576,"新媒体,SEO,活动策划,SEM,内容策划,数据分析","制定运营策略和执行计划
负责数据运营相关的运营工作
策划和执行线上线下活动","熟悉新媒体运营和内容策划
具备数据分析能力和运营思维
有成功运营案例者优先
1-3年以上运营经验",2026-02-14,3838,187
JOB595298,架构师,技术,大疆创新,20-99人,金融,上海,硕士,10年以上,37644,61172,49408,"Spark,Python,Pandas,机器学习,微服务,PyTorch","编写高质量、可维护的代码
负责架构师相关的系统设计和开发工作
持续优化系统性能和用户体验","硕士及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
有大型项目经验者优先
具备良好的沟通能力和团队协作精神",2026-02-21,1076,24
JOB415303,品牌经理,市场,美团,0-20人,其他,杭州,博士,不限,14502,23567,19034,"品牌推广,BD,媒介投放,公关","拓展市场渠道和合作伙伴
制定市场推广策略和计划
分析市场动态和竞争对手","具备市场策划和执行能力
熟悉各类营销渠道和推广方式
不限以上市场推广经验
有相关行业资源者优先",2026-02-08,4328,144
JOB999655,行政助理,职能,美的,10000人以上,物流,成都,本科,1-3年,4754,7725,6239,"组织管理,薪酬管理,招聘,PPT,沟通协调","完成上级交办的其他任务
负责行政助理相关工作
整理和归档相关文件资料","1-3年以上相关工作经验
具备良好的沟通协调能力
有相关行业经验者优先
本科及以上学历",2026-02-24,876,45
